PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
33825167,An Insight on the Role of Altered Function and Expression of Exosomes and MicroRNAs in Female Reproductive Diseases,"Javadi M, Rad JS, Farashah MSG, Roshangar L.",Reprod Sci. 2022 May;29(5):1395-1407. doi: 10.1007/s43032-021-00556-9. Epub 2021 Apr 6.,Javadi M,Reprod Sci,2022,2021/4/7,,,10.1007/s43032-021-00556-9
33820740,"Effects of CDKN2B-AS1 on cellular proliferation, invasion and AKT3 expression are attenuated by miR-424-5p in a model of ovarian endometriosis","Wang S, Yi M, Zhang X, Zhang T, Jiang L, Cao L, Zhou Y, Fang X.",Reprod Biomed Online. 2021 Jun;42(6):1057-1066. doi: 10.1016/j.rbmo.2021.02.004. Epub 2021 Feb 12.,Wang S,Reprod Biomed Online,2021,2021/4/6,,,10.1016/j.rbmo.2021.02.004
33800594,Peritoneal Modulators of EZH2-miR-155 Cross-Talk in Endometriosis,"Brunty S, Ray Wright K, Mitchell B, Santanam N.",Int J Mol Sci. 2021 Mar 28;22(7):3492. doi: 10.3390/ijms22073492.,Brunty S,Int J Mol Sci,2021,2021/4/3,PMC8038067,,10.3390/ijms22073492
33760149,miR‑143‑3p inhibits endometriotic stromal cell proliferation and invasion by inactivating autophagy in endometriosis,"Yang H, Hu T, Hu P, Qi C, Qian L.",Mol Med Rep. 2021 May;23(5):356. doi: 10.3892/mmr.2021.11995. Epub 2021 Mar 24.,Yang H,Mol Med Rep,2021,2021/3/24,PMC7974257,,10.3892/mmr.2021.11995
33749487,miRNA serum testing for endometriosis: recent headway on the path to clinical utility,"Wesevich V, Arici A.",Gynecol Endocrinol. 2021 Apr;37(4):285-286. doi: 10.1080/09513590.2021.1901879. Epub 2021 Mar 22.,Wesevich V,Gynecol Endocrinol,2021,2021/3/22,,,10.1080/09513590.2021.1901879
33739368,Role of inflammation in benign gynecologic disorders: from pathogenesis to novel therapies†,"AlAshqar A, Reschke L, Kirschen GW, Borahay MA.",Biol Reprod. 2021 Jul 2;105(1):7-31. doi: 10.1093/biolre/ioab054.,AlAshqar A,Biol Reprod,2021,2021/3/19,PMC8256101,,10.1093/biolre/ioab054
33718673,MiRNA 34-a regulate SIRT-1 and Foxo-1 expression in endometriosis,"Rezk NA, Lashin MB, Sabbah NA.",Noncoding RNA Res. 2021 Feb 13;6(1):35-41. doi: 10.1016/j.ncrna.2021.02.002. eCollection 2021 Mar.,Rezk NA,Noncoding RNA Res,2021,2021/3/15,PMC7905260,,10.1016/j.ncrna.2021.02.002
33671587,Exosomes as Biomarkers for Female Reproductive Diseases Diagnosis and Therapy,"Esfandyari S, Elkafas H, Chugh RM, Park HS, Navarro A, Al-Hendy A.",Int J Mol Sci. 2021 Feb 22;22(4):2165. doi: 10.3390/ijms22042165.,Esfandyari S,Int J Mol Sci,2021,2021/3/6,PMC7926632,,10.3390/ijms22042165
33657670,Lnc-RNA LINC01279 induces endometriosis via targeting of HOXA10,"Liu L, Cheng J, Wei F, Pang L, Zhi Z, Yang W, Tan W.",J Obstet Gynaecol Res. 2021 May;47(5):1825-1836. doi: 10.1111/jog.14723. Epub 2021 Mar 3.,Liu L,J Obstet Gynaecol Res,2021,2021/3/3,,,10.1111/jog.14723
33603851,"Ovarian endometriosis, a precursor of ovarian cancer: Histological aspects, gene expression and microRNA alterations (Review)","Gaia-Oltean AI, Braicu C, Gulei D, Ciortea R, Mihu D, Roman H, Irimie A, Berindan-Neagoe I.",Exp Ther Med. 2021 Mar;21(3):243. doi: 10.3892/etm.2021.9674. Epub 2021 Jan 22.,Gaia-Oltean AI,Exp Ther Med,2021,2021/2/19,PMC7851621,,10.3892/etm.2021.9674
33603041,"Collagen I triggers directional migration, invasion and matrix remodeling of stroma cells in a 3D spheroid model of endometriosis","Stejskalová A, Fincke V, Nowak M, Schmidt Y, Borrmann K, von Wahlde MK, Schäfer SD, Kiesel L, Greve B, Götte M.",Sci Rep. 2021 Feb 18;11(1):4115. doi: 10.1038/s41598-021-83645-8.,Stejskalová A,Sci Rep,2021,2021/2/19,PMC7892880,,10.1038/s41598-021-83645-8
33601073,Circulating serum miR-200c and miR-34a-5p as diagnostic biomarkers for endometriosis,"Misir S, Hepokur C, Oksasoglu B, Yildiz C, Yanik A, Aliyazicioglu Y.",J Gynecol Obstet Hum Reprod. 2021 Apr;50(4):102092. doi: 10.1016/j.jogoh.2021.102092. Epub 2021 Feb 15.,Misir S,J Gynecol Obstet Hum Reprod,2021,2021/2/18,,,10.1016/j.jogoh.2021.102092
33583336,MicroRNA variants in endometriosis and its severity,"Farsimadan M, Ismail Haje M, Khudhur Mawlood C, Arabipour I, Emamvirdizadeh A, Takamoli S, Masumi M, Vaziri H.",Br J Biomed Sci. 2021 Oct;78(4):206-210. doi: 10.1080/09674845.2021.1889157. Epub 2021 Mar 12.,Farsimadan M,Br J Biomed Sci,2021,2021/2/15,,,10.1080/09674845.2021.1889157
33535080,DROSHA rs10719 and DICER1 rs3742330 polymorphisms in endometriosis and different diseases: Case-control and review studies,"Cardoso JV, Medeiros R, Dias F, Costa IA, Ferrari R, Berardo PT, Perini JA.",Exp Mol Pathol. 2021 Apr;119:104616. doi: 10.1016/j.yexmp.2021.104616. Epub 2021 Jan 31.,Cardoso JV,Exp Mol Pathol,2021,2021/2/3,,,10.1016/j.yexmp.2021.104616
33502561,APEX1/miR-24 axis: a promising therapeutic target in endometriosis,"Tan A, Ruan P, Sun P.",Arch Gynecol Obstet. 2021 Jul;304(1):131-141. doi: 10.1007/s00404-021-05963-6. Epub 2021 Jan 27.,Tan A,Arch Gynecol Obstet,2021,2021/1/27,,,10.1007/s00404-021-05963-6
33470475,MiR-370-3p inhibits the development of human endometriosis by downregulating EDN1 expression in endometrial stromal cells,"Zhou S, Huang C, Wang W, Liu J.",Cell Biol Int. 2021 Jun;45(6):1183-1190. doi: 10.1002/cbin.11552. Epub 2021 Mar 26.,Zhou S,Cell Biol Int,2021,2021/1/20,,,10.1002/cbin.11552
33400022,"MiR-182 inhibits proliferation, migration, invasion and inflammation of endometrial stromal cells through deactivation of NF-κB signaling pathway in endometriosis","Wu M, Zhang Y.",Mol Cell Biochem. 2021 Mar;476(3):1575-1588. doi: 10.1007/s11010-020-03986-2. Epub 2021 Jan 5.,Wu M,Mol Cell Biochem,2021,2021/1/5,,,10.1007/s11010-020-03986-2
33398851,"A Panel of Plasma miRNAs 199b-3p, 224-5p and Let-7d-3p as Non-Invasive Diagnostic Biomarkers for Endometriosis","Zafari N, Tarafdari AM, Izadi P, Noruzinia M, Yekaninejad MS, Bahramy A, Mohebalian A.",Reprod Sci. 2021 Apr;28(4):991-999. doi: 10.1007/s43032-020-00415-z. Epub 2021 Jan 4.,Zafari N,Reprod Sci,2021,2021/1/5,,,10.1007/s43032-020-00415-z
33372387,LINC01116 promotes proliferation and migration of endometrial stromal cells by targeting FOXP1 via sponging miR-9-5p in endometriosis,"Cui L, Chen S, Wang D, Yang Q.",J Cell Mol Med. 2021 Feb;25(4):2000-2012. doi: 10.1111/jcmm.16039. Epub 2020 Dec 28.,Cui L,J Cell Mol Med,2021,2020/12/29,PMC7882988,,10.1111/jcmm.16039
33358886,miR-532-3p: a possible altered miRNA in cumulus cells of infertile women with advanced endometriosis,"da Silva LFI, Da Broi MG, da Luz CM, da Silva LECM, Ferriani RA, Meola J, Navarro PA.",Reprod Biomed Online. 2021 Mar;42(3):579-588. doi: 10.1016/j.rbmo.2020.10.010. Epub 2020 Oct 22.,da Silva LFI,Reprod Biomed Online,2021,2020/12/28,,,10.1016/j.rbmo.2020.10.010
33279994,Nanoparticles in pregnancy: the next frontier in reproductive therapeutics,"Pritchard N, Kaitu'u-Lino T, Harris L, Tong S, Hannan N.",Hum Reprod Update. 2021 Feb 19;27(2):280-304. doi: 10.1093/humupd/dmaa049.,Pritchard N,Hum Reprod Update,2021,2020/12/6,PMC9034208,,10.1093/humupd/dmaa049
33278008,Deciphering the Role of miRNAs in Endometriosis Pathophysiology Using Experimental Endometriosis Mouse Models,"Vashisht A, Alali Z, Nothnick WB.",Adv Anat Embryol Cell Biol. 2020;232:79-97. doi: 10.1007/978-3-030-51856-1_5.,Vashisht A,Adv Anat Embryol Cell Biol,2020,2020/12/5,,,10.1007/978-3-030-51856-1_5
33278004,Introduction to Preclinical Evidence from Animal Models of Endometriosis,"Sharpe-Timms KL, Stilley JAW.",Adv Anat Embryol Cell Biol. 2020;232:1-8. doi: 10.1007/978-3-030-51856-1_1.,Sharpe-Timms KL,Adv Anat Embryol Cell Biol,2020,2020/12/5,,,10.1007/978-3-030-51856-1_1
33237828,LINC01018 and SMIM25 sponged miR-182-5p in endometriosis revealed by the ceRNA network construction,"Jiang L, Zhang M, Wang S, Xiao Y, Wu J, Zhou Y, Fang X.",Int J Immunopathol Pharmacol. 2020 Jan-Dec;34:2058738420976309. doi: 10.1177/2058738420976309.,Jiang L,Int J Immunopathol Pharmacol,2020,2020/11/25,PMC7691905,,10.1177/2058738420976309
33197444,miR-202-3p overexpression attenuates endometriosis-like lesions by modulating YAP-dependent transcription of S100A6 in murine models,"Lan J, Xie K.",Life Sci. 2021 Jan 15;265:118757. doi: 10.1016/j.lfs.2020.118757. Epub 2020 Nov 13.,Lan J,Life Sci,2021,2020/11/16,,,10.1016/j.lfs.2020.118757
33125090,MicroRNA‑202 inhibits endometrial stromal cell migration and invasion by suppressing the K‑Ras/Raf1/MEK/ERK signaling pathway,"Zhang D, Wang L, Guo HL, Zhang ZW, Wang C, Chian RC, Zhang ZF.",Int J Mol Med. 2020 Dec;46(6):2078-2088. doi: 10.3892/ijmm.2020.4749. Epub 2020 Oct 9.,Zhang D,Int J Mol Med,2020,2020/10/30,PMC7595674,,10.3892/ijmm.2020.4749
33090019,Circular RNA expression profiling and bioinformatic analysis of cumulus cells in endometriosis infertility patients,"Wu R, Li J, Li J, Yan X, Zhou W, Ling C, Ye Y, Chen Q, Li Y.",Epigenomics. 2020 Dec;12(23):2093-2108. doi: 10.2217/epi-2020-0291. Epub 2020 Oct 22.,Wu R,Epigenomics,2020,2020/10/22,,,10.2217/epi-2020-0291
33050021,Mesenchymal Stem Cells as a Bio Organ for Treatment of Female Infertility,"Esfandyari S, Chugh RM, Park HS, Hobeika E, Ulin M, Al-Hendy A.",Cells. 2020 Oct 8;9(10):2253. doi: 10.3390/cells9102253.,Esfandyari S,Cells,2020,2020/10/14,PMC7599919,,10.3390/cells9102253
33048316,Down-regulation of Exosomal miR-214-3p Targeting CCN2 Contributes to Endometriosis Fibrosis and the Role of Exosomes in the Horizontal Transfer of miR-214-3p,"Zhang Y, Chang X, Wu D, Deng M, Miao J, Jin Z.",Reprod Sci. 2021 Mar;28(3):715-727. doi: 10.1007/s43032-020-00350-z. Epub 2020 Oct 13.,Zhang Y,Reprod Sci,2021,2020/10/13,,,10.1007/s43032-020-00350-z
33022981,Analysis of Reciprocally Dysregulated miRNAs in Eutopic Endometrium Is a Promising Approach for Low Invasive Diagnostics of Adenomyosis,"Borisov E, Knyazeva M, Novak V, Zabegina L, Prisyazhnaya T, Karizkiy A, Berlev I, Malek A.",Diagnostics (Basel). 2020 Oct 3;10(10):782. doi: 10.3390/diagnostics10100782.,Borisov E,Diagnostics (Basel),2020,2020/10/7,PMC7601074,,10.3390/diagnostics10100782
32960511,Circ_0007331 knock-down suppresses the progression of endometriosis via miR-200c-3p/HiF-1α axis,"Dong L, Zhang L, Liu H, Xie M, Gao J, Zhou X, Zhao Q, Zhang S, Yang J.",J Cell Mol Med. 2020 Nov;24(21):12656-12666. doi: 10.1111/jcmm.15833. Epub 2020 Sep 22.,Dong L,J Cell Mol Med,2020,2020/9/22,PMC7686986,,10.1111/jcmm.15833
32858595,Current biomarkers for the detection of endometriosis,"Tian Z, Chang XH, Zhao Y, Zhu HL.",Chin Med J (Engl). 2020 Oct 5;133(19):2346-2352. doi: 10.1097/CM9.0000000000001063.,Tian Z,Chin Med J (Engl),2020,2020/8/29,PMC7546884,,10.1097/CM9.0000000000001063
32850438,Role of Non-coding RNAs in the Pathogenesis of Endometriosis,"Ghafouri-Fard S, Shoorei H, Taheri M.",Front Oncol. 2020 Aug 4;10:1370. doi: 10.3389/fonc.2020.01370. eCollection 2020.,Ghafouri-Fard S,Front Oncol,2020,2020/8/28,PMC7417625,,10.3389/fonc.2020.01370
32833189,LINC01541 Functions as a ceRNA to Modulate the Wnt/β-Catenin Pathway by Decoying miR-506-5p in Endometriosis,"Mai H, Xu H, Lin H, Wei Y, Yin Y, Huang Y, Huang S, Liao Y.",Reprod Sci. 2021 Mar;28(3):665-674. doi: 10.1007/s43032-020-00295-3. Epub 2020 Aug 24.,Mai H,Reprod Sci,2021,2020/8/25,,,10.1007/s43032-020-00295-3
32824678,"miR-142-3p Reduces the Size, Migration, and Contractility of Endometrial and Endometriotic Stromal Cells by Targeting Integrin- and Rho GTPase-Related Pathways That Regulate Cytoskeletal Function","Börschel CS, Stejskalova A, Schäfer SD, Kiesel L, Götte M.",Biomedicines. 2020 Aug 18;8(8):291. doi: 10.3390/biomedicines8080291.,Börschel CS,Biomedicines,2020,2020/8/23,PMC7460043,,10.3390/biomedicines8080291
32809092,LncRNA MALAT1 inhibits apoptosis of endometrial stromal cells through miR-126-5p-CREB1 axis by activating PI3K-AKT pathway,"Feng Y, Tan BZ.",Mol Cell Biochem. 2020 Dec;475(1-2):185-194. doi: 10.1007/s11010-020-03871-y. Epub 2020 Aug 18.,Feng Y,Mol Cell Biochem,2020,2020/8/19,,,10.1007/s11010-020-03871-y
32802844,Integrated Bioinformatics Analysis Reveals Function and Regulatory Network of miR-200b-3p in Endometriosis,"Hu W, Xie Q, Xu Y, Tang X, Zhao H.",Biomed Res Int. 2020 Jul 29;2020:3962953. doi: 10.1155/2020/3962953. eCollection 2020.,Hu W,Biomed Res Int,2020,2020/8/18,PMC7414375,,10.1155/2020/3962953
32745529,miRNAs as a novel clinical biomarker and therapeutic targets in polycystic ovary syndrome (PCOS): A review,"Abdalla M, Deshmukh H, Atkin SL, Sathyapalan T.",Life Sci. 2020 Oct 15;259:118174. doi: 10.1016/j.lfs.2020.118174. Epub 2020 Aug 1.,Abdalla M,Life Sci,2020,2020/8/4,,,10.1016/j.lfs.2020.118174
32738676,An integration analysis of mRNAs and miRNAs microarray data to identify key regulators for ovarian endometriosis based on competing endogenous RNAs,"Wang K, Sun Y, Wang Y, Liu L.",Eur J Obstet Gynecol Reprod Biol. 2020 Sep;252:468-475. doi: 10.1016/j.ejogrb.2020.06.046. Epub 2020 Jul 1.,Wang K,Eur J Obstet Gynecol Reprod Biol,2020,2020/8/2,,,10.1016/j.ejogrb.2020.06.046
32728069,CircATRNL1 promotes epithelial-mesenchymal transition in endometriosis by upregulating Yes-associated protein 1 in vitro,"Wang D, Luo Y, Wang G, Yang Q.",Cell Death Dis. 2020 Jul 29;11(7):594. doi: 10.1038/s41419-020-02784-4.,Wang D,Cell Death Dis,2020,2020/7/31,PMC7392763,,10.1038/s41419-020-02784-4
32700282,Epigenetics of Estrogen and Progesterone Receptors in Endometriosis,"Chen H, Malentacchi F, Fambrini M, Harrath AH, Huang H, Petraglia F.",Reprod Sci. 2020 Nov;27(11):1967-1974. doi: 10.1007/s43032-020-00226-2. Epub 2020 Jul 22.,Chen H,Reprod Sci,2020,2020/7/24,,,10.1007/s43032-020-00226-2
32698139,Estrogen-decreased hsa_circ_0001649 promotes stromal cell invasion in endometriosis,"Li Q, Li N, Liu H, Du Y, He H, Zhang L, Liu Y.",Reproduction. 2020 Oct;160(4):511-519. doi: 10.1530/REP-19-0540.,Li Q,Reproduction,2020,2020/7/23,PMC7497355,,10.1530/REP-19-0540
32667746,Oestrogen induces epithelial-mesenchymal transition in endometriosis via circ_0004712/miR-148a-3p sponge function,"He X, Liu N, Mu T, Lu D, Jia C, Wang S, Yin C, Liu L, Zhou L, Huang X, Ma Y.",J Cell Mol Med. 2020 Sep;24(17):9658-9666. doi: 10.1111/jcmm.15495. Epub 2020 Jul 15.,He X,J Cell Mol Med,2020,2020/7/16,PMC7520264,,10.1111/jcmm.15495
32658928,MicroRNA22-5p targets ten-eleven translocation and regulates estrogen receptor 2 expression in infertile women with minimal/mild endometriosis during implantation window,"Xiao L, Pei T, Huang W, Zhou M, Fu J, Tan J, Liu T, Song Y, Yang S.",PLoS One. 2020 Jul 13;15(7):e0234086. doi: 10.1371/journal.pone.0234086. eCollection 2020.,Xiao L,PLoS One,2020,2020/7/14,PMC7357761,,10.1371/journal.pone.0234086
32651898,Identification of MicroRNAs as Potential Biomarkers in Ovarian Endometriosis,"Gu CL, Zhang Z, Fan WS, Li LA, Ye MX, Zhang Q, Zhang NN, Li Z, Meng YG.",Reprod Sci. 2020 Sep;27(9):1715-1723. doi: 10.1007/s43032-020-00148-z. Epub 2020 Jul 10.,Gu CL,Reprod Sci,2020,2020/7/12,,,10.1007/s43032-020-00148-z
32637863,"Expression levels of circulatory mir-185-5p, vascular endothelial growth factor, and platelet-derived growth factor target genes in endometriosis","Hossein Razi M, Eftekhar M, Ghasemi N, Hasan Sheikhha M, Dehghani Firoozabadi A.",Int J Reprod Biomed. 2020 May 31;18(5):347-358. doi: 10.18502/ijrm.v13i5.7155. eCollection 2020 May.,Hossein Razi M,Int J Reprod Biomed,2020,2020/7/9,PMC7306060,,10.18502/ijrm.v13i5.7155
32635855,miR-96-5p regulated TGF-β/SMAD signaling pathway and suppressed endometrial cell viability and migration via targeting TGFBR1,"Chen S, Luo Y, Cui L, Yang Q.",Cell Cycle. 2020 Jul;19(14):1740-1753. doi: 10.1080/15384101.2020.1777804. Epub 2020 Jun 17.,Chen S,Cell Cycle,2020,2020/7/9,PMC7469441,,10.1080/15384101.2020.1777804
32634196,MicroRNAs as Key Regulators of Ovarian Cancers,"Satapathy S, Kumar C, Singh RK.",Cell Med. 2019 Sep 6;11:2155179019873849. doi: 10.1177/2155179019873849. eCollection 2019.,Satapathy S,Cell Med,2019,2020/7/8,PMC6732848,,10.1177/2155179019873849
32626910,MicroRNA‑16 inhibits endometrial stromal cell migration and invasion through suppression of the inhibitor of nuclear factor‑κB kinase subunit β/nuclear factor‑κB pathway,"Wang X, Ren R, Shao M, Lan J.",Int J Mol Med. 2020 Aug;46(2):740-750. doi: 10.3892/ijmm.2020.4620. Epub 2020 May 29.,Wang X,Int J Mol Med,2020,2020/7/7,PMC7307865,,10.3892/ijmm.2020.4620
32621951,"Down-regulation of circ_0061140 attenuates ectopic endometrial cell proliferation, migration and invasion in endometriosis via inactivating Notch2","Xu A, Jiang M, Li S, Fei Q.",Gene. 2020 Oct 5;757:144926. doi: 10.1016/j.gene.2020.144926. Epub 2020 Jul 2.,Xu A,Gene,2020,2020/7/5,,,10.1016/j.gene.2020.144926
32593507,Differential expression of microRNA in exosomes derived from endometrial stromal cells of women with endometriosis-associated infertility,"Zhou W, Lian Y, Jiang J, Wang L, Ren L, Li Y, Yan X, Chen Q.",Reprod Biomed Online. 2020 Aug;41(2):170-181. doi: 10.1016/j.rbmo.2020.04.010. Epub 2020 May 3.,Zhou W,Reprod Biomed Online,2020,2020/6/29,,,10.1016/j.rbmo.2020.04.010
32548806,Upregulated Circular RNA hsa_circ_0008433 Regulates Pathogenesis in Endometriosis Via miRNA,"Jiang N, Pan W, Li J, Cao T, Shen H.",Reprod Sci. 2020 Nov;27(11):2002-2017. doi: 10.1007/s43032-020-00219-1. Epub 2020 Jun 16.,Jiang N,Reprod Sci,2020,2020/6/18,,,10.1007/s43032-020-00219-1
32525017,LncRNA SNHG4 promotes the increased growth of endometrial tissue outside the uterine cavity via regulating c-Met mediated by miR-148a-3p,"Liu Y, Huang X, Lu D, Feng Y, Xu R, Li X, Yin C, Xue B, Zhao H, Wang S, Ma Y, Jia C.",Mol Cell Endocrinol. 2020 Aug 20;514:110887. doi: 10.1016/j.mce.2020.110887. Epub 2020 Jun 7.,Liu Y,Mol Cell Endocrinol,2020,2020/6/12,,,10.1016/j.mce.2020.110887
32515360,miR-17-5p mitigates endometriosis by directly regulating VEGFA,"Pang QX, Liu Z.",J Biosci. 2020;45:78.,Pang QX,J Biosci,2020,2020/6/10,,,
32482255,Identification of candidate microRNA markers of endometriosis with the use of next-generation sequencing and quantitative real-time polymerase chain reaction,"Papari E, Noruzinia M, Kashani L, Foster WG.",Fertil Steril. 2020 Jun;113(6):1232-1241. doi: 10.1016/j.fertnstert.2020.01.026.,Papari E,Fertil Steril,2020,2020/6/3,,,10.1016/j.fertnstert.2020.01.026
32462942,"Analysis of exosomal lncRNA, miRNA and mRNA expression profiles and ceRNA network construction in endometriosis","Wu J, Huang H, Huang W, Wang L, Xia X, Fang X.",Epigenomics. 2020 Jul;12(14):1193-1213. doi: 10.2217/epi-2020-0084. Epub 2020 May 28.,Wu J,Epigenomics,2020,2020/5/29,,,10.2217/epi-2020-0084
32389348,Diagnosing endometriosis by measuring plasma micro ribonucleic acids: it may take a miRacle,"Friedman JR, Kallen CB.",Fertil Steril. 2020 Jun;113(6):1158-1159. doi: 10.1016/j.fertnstert.2020.02.109. Epub 2020 May 8.,Friedman JR,Fertil Steril,2020,2020/5/12,,,10.1016/j.fertnstert.2020.02.109
32378708,Brain-derived neurotrophic factor (BDNF) expression and function in the mammalian reproductive Tract,"Chow R, Wessels JM, Foster WG.",Hum Reprod Update. 2020 Jun 18;26(4):545-564. doi: 10.1093/humupd/dmaa008.,Chow R,Hum Reprod Update,2020,2020/5/8,,,10.1093/humupd/dmaa008
32370117,"Genetic, Epigenetic, and Steroidogenic Modulation Mechanisms in Endometriosis","Zubrzycka A, Zubrzycki M, Perdas E, Zubrzycka M.",J Clin Med. 2020 May 2;9(5):1309. doi: 10.3390/jcm9051309.,Zubrzycka A,J Clin Med,2020,2020/5/7,PMC7291215,,10.3390/jcm9051309
32359364,The differential expression of miRNAs between ovarian endometrioma and endometriosis-associated ovarian cancer,"Nakamura N, Terai Y, Nunode M, Kokunai K, Konishi H, Taga S, Nakamura M, Yoo M, Hayashi M, Yamashita Y, Ohmichi M.",J Ovarian Res. 2020 May 2;13(1):51. doi: 10.1186/s13048-020-00652-5.,Nakamura N,J Ovarian Res,2020,2020/5/4,PMC7196233,,10.1186/s13048-020-00652-5
32353411,The role of miR-34c-5p/Notch in epithelial-mesenchymal transition (EMT) in endometriosis,"Luo Y, Wang D, Chen S, Yang Q.",Cell Signal. 2020 Aug;72:109666. doi: 10.1016/j.cellsig.2020.109666. Epub 2020 Apr 28.,Luo Y,Cell Signal,2020,2020/5/1,,,10.1016/j.cellsig.2020.109666
32350620,Endometrial microRNAs and their aberrant expression patterns,"Tamaru S, Kajihara T, Mizuno Y, Mizuno Y, Tochigi H, Ishihara O.",Med Mol Morphol. 2020 Sep;53(3):131-140. doi: 10.1007/s00795-020-00252-8. Epub 2020 Apr 29.,Tamaru S,Med Mol Morphol,2020,2020/5/1,,,10.1007/s00795-020-00252-8
32299427,"hsa-miR-100-5p, an overexpressed miRNA in human ovarian endometriotic stromal cells, promotes invasion through attenuation of SMARCD1 expression","Takebayashi K, Nasu K, Okamoto M, Aoyagi Y, Hirakawa T, Narahara H.",Reprod Biol Endocrinol. 2020 Apr 16;18(1):31. doi: 10.1186/s12958-020-00590-3.,Takebayashi K,Reprod Biol Endocrinol,2020,2020/4/18,PMC7161200,,10.1186/s12958-020-00590-3
32299271,The miR-25-3p/Sp1 pathway is dysregulated in ovarian endometriosis,"Shen L, Hong X, Liu Y, Zhou W, Zhang Y.",J Int Med Res. 2020 Apr;48(4):300060520918437. doi: 10.1177/0300060520918437.,Shen L,J Int Med Res,2020,2020/4/18,PMC7169359,,10.1177/0300060520918437
32165186,Accurate diagnosis of endometriosis using serum microRNAs,"Moustafa S, Burn M, Mamillapalli R, Nematian S, Flores V, Taylor HS.",Am J Obstet Gynecol. 2020 Oct;223(4):557.e1-557.e11. doi: 10.1016/j.ajog.2020.02.050. Epub 2020 Mar 9.,Moustafa S,Am J Obstet Gynecol,2020,2020/3/14,,,10.1016/j.ajog.2020.02.050
32143439,Biomarkers for the Noninvasive Diagnosis of Endometriosis: State of the Art and Future Perspectives,"Anastasiu CV, Moga MA, Elena Neculau A, Bălan A, Scârneciu I, Dragomir RM, Dull AM, Chicea LM.",Int J Mol Sci. 2020 Mar 4;21(5):1750. doi: 10.3390/ijms21051750.,Anastasiu CV,Int J Mol Sci,2020,2020/3/8,PMC7084761,,10.3390/ijms21051750
32134442,Evaluating the Use of Circulating MicroRNA Profiles for Lung Cancer Detection in Symptomatic Patients,"Fehlmann T, Kahraman M, Ludwig N, Backes C, Galata V, Keller V, Geffers L, Mercaldo N, Hornung D, Weis T, Kayvanpour E, Abu-Halima M, Deuschle C, Schulte C, Suenkel U, von Thaler AK, Maetzler W, Herr C, Fähndrich S, Vogelmeier C, Guimaraes P, Hecksteden A, Meyer T, Metzger F, Diener C, Deutscher S, Abdul-Khaliq H, Stehle I, Haeusler S, Meiser A, Groesdonk HV, Volk T, Lenhof HP, Katus H, Balling R, Meder B, Kruger R, Huwer H, Bals R, Meese E, Keller A.",JAMA Oncol. 2020 May 1;6(5):714-723. doi: 10.1001/jamaoncol.2020.0001.,Fehlmann T,JAMA Oncol,2020,2020/3/6,PMC7059111,,10.1001/jamaoncol.2020.0001
32112646,Comprehensive characterization of endometrial competing endogenous RNA network in infertile women of childbearing age,"Zhang M, Li J, Duan S, Fang Z, Tian J, Yin H, Zhai Q, Wang X, Zhang L.",Aging (Albany NY). 2020 Feb 29;12(5):4204-4221. doi: 10.18632/aging.102874. Epub 2020 Feb 29.,Zhang M,Aging (Albany NY),2020,2020/3/1,PMC7093184,,10.18632/aging.102874
32096023,Diagnostic Value of Circulating MicroRNAs for Endometriosis: a Meta-analysis,"Zhou L, Chen Y, Gao J, Shankar S, Zhang G.",Reprod Sci. 2020 Mar;27(3):793-805. doi: 10.1007/s43032-019-00024-5. Epub 2020 Feb 24.,Zhou L,Reprod Sci,2020,2020/2/26,,,10.1007/s43032-019-00024-5
32082539,"Apoptotic functions of microRNAs in pathogenesis, diagnosis, and treatment of endometriosis","Taghavipour M, Sadoughi F, Mirzaei H, Yousefi B, Moazzami B, Chaichian S, Mansournia MA, Asemi Z.",Cell Biosci. 2020 Feb 11;10:12. doi: 10.1186/s13578-020-0381-0. eCollection 2020.,Taghavipour M,Cell Biosci,2020,2020/2/22,PMC7014775,,10.1186/s13578-020-0381-0
32076458,Serum Exosomal MicroRNAs as Potential Circulating Biomarkers for Endometriosis,"Zhang L, Li H, Yuan M, Li D, Sun C, Wang G.",Dis Markers. 2020 Jan 23;2020:2456340. doi: 10.1155/2020/2456340. eCollection 2020.,Zhang L,Dis Markers,2020,2020/2/21,PMC7008302,,10.1155/2020/2456340
32046445,Dysregulation of miR-202-3p Affects Migration and Invasion of Endometrial Stromal Cells in Endometriosis via Targeting ROCK1,"Zhang M, Zhang Y, Li L, Ma L, Zhou C.",Reprod Sci. 2020 Feb;27(2):731-742. doi: 10.1007/s43032-019-00079-4. Epub 2020 Jan 6.,Zhang M,Reprod Sci,2020,2020/2/13,,,10.1007/s43032-019-00079-4
32046378,MiR-199a-5p Targets ZEB1 to Inhibit the Epithelial-Mesenchymal Transition of Ovarian Ectopic Endometrial Stromal Cells Via PI3K/Akt/mTOR Signal Pathway In Vitro and In Vivo,"Liu Y, Lu C, Fan L, Wang J, Li T, Liu Z, Sheng J, Qian R, Duan A, Lu D.",Reprod Sci. 2020 Jan;27(1):110-118. doi: 10.1007/s43032-019-00016-5. Epub 2020 Jan 1.,Liu Y,Reprod Sci,2020,2020/2/13,,,10.1007/s43032-019-00016-5
